joinkey,length,sex,gear,month,quarter
23g020ng,66,9,61,3,1
23g020ng,79,9,61,3,1
23g020ng,72,9,61,3,1
23g020ng,87,9,61,3,1
23g021ng,65,1,61,3,1
23g021ng,62,1,61,3,1
23g021ng,59,1,61,3,1
23g021ng,77,2,61,3,1
23g021ng,91,2,61,3,1
23g021ng,64,2,61,3,1
23g021ng,66,1,61,3,1
23g021ng,68,1,61,3,1
23g021ng,69,1,61,3,1
23g021ng,59,1,61,3,1
23g021ng,68,1,61,3,1
23g021ng,66,1,61,3,1
23g021ng,85,2,61,3,1
23g021ng,68,2,61,3,1
23g021ng,64,1,61,3,1
23g021ng,68,1,61,3,1
23g021ng,69,2,61,3,1
23g021ng,69,2,61,3,1
23g021ng,68,1,61,3,1
23g021ng,69,2,61,3,1
23g021ng,70,2,61,3,1
23g021ng,57,2,61,3,1
23g021ng,67,2,61,3,1
23g021ng,82,2,61,3,1
23g021ng,67,1,61,3,1
23g021ng,66,9,61,3,1
23g021ng,73,9,61,3,1
23g021ng,73,9,61,3,1
23g021ng,70,9,61,3,1
23g021ng,69,9,61,3,1
23g021ng,74,9,61,3,1
23g021ng,67,9,61,3,1
23g021ng,79,9,61,3,1
23g021ng,74,9,61,3,1
23g021ng,66,9,61,3,1
23g021ng,74,9,61,3,1
23g021ng,75,9,61,3,1
23g021ng,67,9,61,3,1
23g021ng,67,9,61,3,1
23g021ng,67,9,61,3,1
23g021ng,77,9,61,3,1
23g021ng,65,9,61,3,1
23g021ng,68,9,61,3,1
23g021ng,64,9,61,3,1
23g021ng,65,9,61,3,1
23g021ng,72,9,61,3,1
23g021ng,77,9,61,3,1
23g021ng,56,9,61,3,1
23g021ng,72,9,61,3,1
23g021ng,70,9,61,3,1
23g022ng,62,1,61,3,1
23g022ng,70,1,61,3,1
23g022ng,74,2,61,3,1
23g022ng,64,1,61,3,1
23g022ng,73,1,61,3,1
23g022ng,71,1,61,3,1
23g022ng,74,1,61,3,1
23g022ng,74,1,61,3,1
23g022ng,65,1,61,3,1
23g022ng,70,1,61,3,1
23g022ng,79,2,61,3,1
23g022ng,64,2,61,3,1
23g022ng,73,2,61,3,1
23g022ng,52,1,61,3,1
23g022ng,61,2,61,3,1
23g022ng,64,2,61,3,1
23g022ng,63,2,61,3,1
23g022ng,91,2,61,3,1
23g022ng,67,1,61,3,1
23g022ng,51,1,61,3,1
23g022ng,67,2,61,3,1
23g022ng,64,2,61,3,1
23g022ng,63,1,61,3,1
23g022ng,61,1,61,3,1
23g022ng,73,2,61,3,1
23g022ng,65,9,61,3,1
23g022ng,67,9,61,3,1
23g022ng,75,9,61,3,1
23g022ng,54,9,61,3,1
23g022ng,76,9,61,3,1
23g022ng,68,9,61,3,1
23g022ng,76,9,61,3,1
23g022ng,66,9,61,3,1
23g022ng,65,9,61,3,1
23g022ng,65,9,61,3,1
23g022ng,85,9,61,3,1
23g022ng,61,9,61,3,1
23g022ng,85,9,61,3,1
23g022ng,69,9,61,3,1
23g022ng,73,9,61,3,1
23g022ng,59,9,61,3,1
23g022ng,81,9,61,3,1
23g022ng,64,9,61,3,1
23g022ng,74,9,61,3,1
23g022ng,82,9,61,3,1
23g022ng,81,9,61,3,1
23g022ng,72,9,61,3,1
23g022ng,74,9,61,3,1
23g022ng,71,9,61,3,1
23g022ng,72,9,61,3,1
23g023ng,76,2,91,3,1
23g023ng,66,2,91,3,1
23g023ng,79,1,91,3,1
23g023ng,67,2,91,3,1
23g023ng,73,2,91,3,1
23g023ng,61,9,91,3,1
23g023ng,61,1,91,3,1
23g023ng,70,2,91,3,1
23g023ng,78,2,91,3,1
23g023ng,78,2,91,3,1
23g023ng,69,1,91,3,1
23g023ng,68,2,91,3,1
23g023ng,74,2,91,3,1
23g023ng,63,1,91,3,1
23g023ng,69,1,91,3,1
23g023ng,66,1,91,3,1
23g023ng,57,1,91,3,1
23g023ng,74,2,91,3,1
23g023ng,67,1,91,3,1
23g023ng,71,2,91,3,1
23g023ng,74,2,91,3,1
23g023ng,72,2,91,3,1
23g023ng,76,2,91,3,1
23g023ng,74,2,91,3,1
23g023ng,51,2,91,3,1
23g023ng,64,2,91,3,1
23g023ng,64,9,91,3,1
23g023ng,75,9,91,3,1
23g023ng,69,9,91,3,1
23g023ng,79,9,91,3,1
23g023ng,73,9,91,3,1
23g023ng,71,9,91,3,1
23g023ng,60,9,91,3,1
23g023ng,68,9,91,3,1
23g023ng,67,9,91,3,1
23g023ng,61,9,91,3,1
23g023ng,71,9,91,3,1
23g023ng,65,9,91,3,1
23g023ng,71,9,91,3,1
23g023ng,69,9,91,3,1
23g023ng,71,9,91,3,1
23g023ng,52,9,91,3,1
23g023ng,70,9,91,3,1
23g023ng,65,9,91,3,1
23g023ng,63,9,91,3,1
23g023ng,70,9,91,3,1
23g023ng,70,9,91,3,1
23g023ng,71,9,91,3,1
23g023ng,70,9,91,3,1
23g023ng,76,9,91,3,1
23g023ng,66,9,91,3,1
23g024ng,65,2,91,3,1
23g024ng,74,2,91,3,1
23g024ng,71,2,91,3,1
23g024ng,62,1,91,3,1
23g024ng,69,2,91,3,1
23g024ng,68,1,91,3,1
23g024ng,67,2,91,3,1
23g024ng,70,1,91,3,1
23g024ng,91,2,91,3,1
23g024ng,53,1,91,3,1
23g024ng,70,2,91,3,1
23g024ng,71,2,91,3,1
23g024ng,70,1,91,3,1
23g024ng,66,2,91,3,1
23g024ng,69,1,91,3,1
23g024ng,60,1,91,3,1
23g024ng,69,1,91,3,1
23g024ng,64,1,91,3,1
23g024ng,69,2,91,3,1
23g024ng,68,1,91,3,1
23g024ng,74,1,91,3,1
23g024ng,64,2,91,3,1
23g024ng,68,1,91,3,1
23g024ng,64,2,91,3,1
23g024ng,73,1,91,3,1
23g024ng,70,9,91,3,1
23g024ng,70,9,91,3,1
23g024ng,66,9,91,3,1
23g024ng,58,9,91,3,1
23g024ng,59,9,91,3,1
23g024ng,68,9,91,3,1
23g024ng,57,9,91,3,1
23g024ng,69,9,91,3,1
23g024ng,71,9,91,3,1
23g024ng,65,9,91,3,1
23g024ng,71,9,91,3,1
23g024ng,68,9,91,3,1
23g024ng,78,9,91,3,1
23g024ng,56,9,91,3,1
23g024ng,76,9,91,3,1
23g024ng,60,9,91,3,1
23g024ng,65,9,91,3,1
23g024ng,70,9,91,3,1
23g024ng,71,9,91,3,1
23g024ng,67,9,91,3,1
23g024ng,58,9,91,3,1
23g024ng,63,9,91,3,1
23g024ng,71,9,91,3,1
23g024ng,77,9,91,3,1
23g025ng,62,1,91,4,2
23g025ng,65,2,91,4,2
23g025ng,68,1,91,4,2
23g025ng,70,2,91,4,2
23g025ng,69,2,91,4,2
23g025ng,75,1,91,4,2
23g025ng,72,1,91,4,2
23g025ng,79,2,91,4,2
23g025ng,67,1,91,4,2
23g025ng,67,2,91,4,2
23g025ng,68,1,91,4,2
23g025ng,53,1,91,4,2
23g025ng,70,2,91,4,2
23g025ng,62,1,91,4,2
23g025ng,72,2,91,4,2
23g025ng,71,1,91,4,2
23g025ng,75,2,91,4,2
23g025ng,71,2,91,4,2
23g025ng,66,2,91,4,2
23g025ng,58,2,91,4,2
23g025ng,67,2,91,4,2
23g025ng,68,1,91,4,2
23g025ng,68,1,91,4,2
23g025ng,73,2,91,4,2
23g025ng,77,2,91,4,2
23g025ng,58,9,91,4,2
23g025ng,54,9,91,4,2
23g025ng,74,9,91,4,2
23g025ng,62,9,91,4,2
23g025ng,67,9,91,4,2
23g025ng,59,9,91,4,2
23g025ng,68,9,91,4,2
23g025ng,64,9,91,4,2
23g025ng,61,9,91,4,2
23g025ng,69,9,91,4,2
23g025ng,63,9,91,4,2
23g025ng,63,9,91,4,2
23g025ng,70,9,91,4,2
23g025ng,73,9,91,4,2
23g025ng,67,9,91,4,2
23g025ng,53,9,91,4,2
23g025ng,74,9,91,4,2
23g025ng,67,9,91,4,2
23g025ng,70,9,91,4,2
23g025ng,67,9,91,4,2
23g025ng,75,9,91,4,2
23g025ng,62,9,91,4,2
23g025ng,64,9,91,4,2
23g025ng,53,9,91,4,2
23g025ng,62,9,91,4,2
23g026ng,58,1,26,4,2
23g026ng,74,2,26,4,2
23g026ng,86,2,26,4,2
23g026ng,75,1,26,4,2
23g026ng,72,2,26,4,2
23g026ng,64,1,26,4,2
23g026ng,81,2,26,4,2
23g026ng,71,2,26,4,2
23g026ng,83,2,26,4,2
23g026ng,90,2,26,4,2
23g026ng,58,1,26,4,2
23g026ng,85,2,26,4,2
23g026ng,69,2,26,4,2
23g026ng,78,2,26,4,2
23g026ng,84,1,26,4,2
23g026ng,80,2,26,4,2
23g026ng,87,2,26,4,2
23g026ng,73,1,26,4,2
23g026ng,55,1,26,4,2
23g026ng,63,1,26,4,2
23g026ng,68,1,26,4,2
23g026ng,65,1,26,4,2
23g026ng,77,1,26,4,2
23g026ng,75,1,26,4,2
23g026ng,83,1,26,4,2
23g026ng,63,9,26,4,2
23g026ng,84,9,26,4,2
23g026ng,69,9,26,4,2
23g026ng,66,9,26,4,2
23g026ng,68,9,26,4,2
23g026ng,66,9,26,4,2
23g026ng,72,9,26,4,2
23g026ng,72,9,26,4,2
23g026ng,65,9,26,4,2
23g026ng,69,9,26,4,2
23g026ng,77,9,26,4,2
23g026ng,77,9,26,4,2
23g026ng,82,9,26,4,2
23g026ng,72,9,26,4,2
23g026ng,77,9,26,4,2
23g026ng,73,9,26,4,2
23g026ng,72,9,26,4,2
23g026ng,73,9,26,4,2
23g026ng,80,9,26,4,2
23g026ng,75,9,26,4,2
23g026ng,73,9,26,4,2
23g026ng,95,9,26,4,2
23g026ng,74,9,26,4,2
23g026ng,65,9,26,4,2
23g026ng,69,9,26,4,2
23g029ng,69,9,5,8,3
23g029ng,60,2,5,8,3
23g029ng,72,9,5,8,3
23g029ng,62,9,5,8,3
23g029ng,74,9,5,8,3
23g029ng,64,9,5,8,3
23g029ng,71,9,5,8,3
23g029ng,78,9,5,8,3
23g029ng,72,9,5,8,3
23g029ng,69,9,5,8,3
23g029ng,65,9,5,8,3
23g029ng,57,9,5,8,3
23g029ng,73,9,5,8,3
23g029ng,75,9,5,8,3
23g029ng,64,9,5,8,3
23g029ng,68,9,5,8,3
23g029ng,65,9,5,8,3
23g029ng,74,9,5,8,3
23g029ng,68,9,5,8,3
23g029ng,67,9,5,8,3
23g029ng,60,9,5,8,3
23g029ng,74,9,5,8,3
23g029ng,65,9,5,8,3
23g029ng,69,9,5,8,3
23g029ng,67,9,5,8,3
23g029ng,73,9,5,8,3
23g029ng,59,9,5,8,3
23g029ng,81,9,5,8,3
23g029ng,73,9,5,8,3
23g029ng,69,9,5,8,3
23g029ng,85,9,5,8,3
23g029ng,71,9,5,8,3
23g029ng,62,9,5,8,3
23g029ng,86,9,5,8,3
23g029ng,70,9,5,8,3
23g029ng,67,9,5,8,3
23g029ng,72,9,5,8,3
23g029ng,70,9,5,8,3
23g029ng,81,9,5,8,3
23g029ng,87,9,5,8,3
23g029ng,75,9,5,8,3
23g029ng,67,9,5,8,3
23g029ng,74,9,5,8,3
23g029ng,73,9,5,8,3
23g029ng,78,9,5,8,3
23g029ng,64,9,5,8,3
23g029ng,67,9,5,8,3
23g029ng,78,9,5,8,3
23g029ng,73,9,5,8,3
23g006pw,75,1,61,2,1
23g006pw,64,1,61,2,1
23g006pw,66,1,61,2,1
23g006pw,70,1,61,2,1
23g006pw,57,1,61,2,1
23g006pw,59,1,61,2,1
23g006pw,69,2,61,2,1
23g006pw,89,2,61,2,1
23g006pw,71,1,61,2,1
23g006pw,65,1,61,2,1
23g006pw,56,2,61,2,1
23g006pw,58,2,61,2,1
23g006pw,73,2,61,2,1
23g006pw,54,2,61,2,1
23g006pw,59,1,61,2,1
23g006pw,69,2,61,2,1
23g006pw,70,1,61,2,1
23g006pw,77,2,61,2,1
23g006pw,61,1,61,2,1
23g006pw,54,1,61,2,1
23g006pw,53,2,61,2,1
23g006pw,75,2,61,2,1
23g006pw,69,1,61,2,1
23g006pw,52,1,61,2,1
23g006pw,71,2,61,2,1
23g006pw,67,9,61,2,1
23g006pw,67,9,61,2,1
23g006pw,62,9,61,2,1
23g006pw,70,9,61,2,1
23g006pw,54,9,61,2,1
23g006pw,66,9,61,2,1
23g006pw,58,9,61,2,1
23g006pw,73,9,61,2,1
23g006pw,64,9,61,2,1
23g006pw,74,9,61,2,1
23g006pw,68,9,61,2,1
23g006pw,70,9,61,2,1
23g006pw,66,9,61,2,1
23g006pw,72,9,61,2,1
23g006pw,65,9,61,2,1
23g006pw,73,9,61,2,1
23g006pw,55,9,61,2,1
23g006pw,66,9,61,2,1
23g006pw,82,9,61,2,1
23g006pw,78,9,61,2,1
23g006pw,54,9,61,2,1
23g006pw,66,9,61,2,1
23g006pw,63,9,61,2,1
23g006pw,62,9,61,2,1
23g006pw,82,9,61,2,1
23g007pw,75,1,61,2,1
23g007pw,55,1,61,2,1
23g007pw,75,2,61,2,1
23g007pw,59,2,61,2,1
23g007pw,55,1,61,2,1
23g007pw,56,1,61,2,1
23g007pw,69,1,61,2,1
23g007pw,60,2,61,2,1
23g007pw,59,1,61,2,1
23g007pw,68,1,61,2,1
23g007pw,62,2,61,2,1
23g007pw,56,1,61,2,1
23g007pw,72,1,61,2,1
23g007pw,63,1,61,2,1
23g007pw,74,2,61,2,1
23g007pw,58,1,61,2,1
23g007pw,60,1,61,2,1
23g007pw,68,1,61,2,1
23g007pw,63,1,61,2,1
23g007pw,72,2,61,2,1
23g007pw,66,1,61,2,1
23g007pw,58,1,61,2,1
23g007pw,55,2,61,2,1
23g007pw,66,1,61,2,1
23g007pw,66,1,61,2,1
23g007pw,73,9,61,2,1
23g007pw,69,9,61,2,1
23g007pw,61,9,61,2,1
23g007pw,68,9,61,2,1
23g007pw,76,9,61,2,1
23g007pw,75,9,61,2,1
23g007pw,57,9,61,2,1
23g007pw,73,9,61,2,1
23g007pw,72,9,61,2,1
23g007pw,70,9,61,2,1
23g007pw,73,9,61,2,1
23g007pw,68,9,61,2,1
23g007pw,64,9,61,2,1
23g007pw,65,9,61,2,1
23g007pw,62,9,61,2,1
23g007pw,74,9,61,2,1
23g007pw,54,9,61,2,1
23g007pw,67,9,61,2,1
23g007pw,54,9,61,2,1
23g007pw,72,9,61,2,1
23g007pw,76,9,61,2,1
23g007pw,69,9,61,2,1
23g007pw,72,9,61,2,1
23g007pw,64,9,61,2,1
23g007pw,52,9,61,2,1
23g008pw,80,2,61,2,1
23g008pw,75,2,61,2,1
23g008pw,75,2,61,2,1
23g008pw,60,2,61,2,1
23g008pw,49,1,61,2,1
23g008pw,73,2,61,2,1
23g008pw,70,2,61,2,1
23g008pw,72,2,61,2,1
23g008pw,73,2,61,2,1
23g008pw,67,2,61,2,1
23g008pw,54,1,61,2,1
23g008pw,80,1,61,2,1
23g008pw,70,2,61,2,1
23g008pw,84,2,61,2,1
23g008pw,66,1,61,2,1
23g008pw,67,1,61,2,1
23g008pw,63,1,61,2,1
23g008pw,81,1,61,2,1
23g008pw,60,1,61,2,1
23g008pw,76,2,61,2,1
23g008pw,79,2,61,2,1
23g008pw,52,1,61,2,1
23g008pw,81,2,61,2,1
23g008pw,75,2,61,2,1
23g008pw,79,2,61,2,1
23g008pw,75,9,61,2,1
23g008pw,62,9,61,2,1
23g008pw,69,9,61,2,1
23g008pw,67,9,61,2,1
23g008pw,67,9,61,2,1
23g008pw,68,9,61,2,1
23g008pw,81,9,61,2,1
23g008pw,67,9,61,2,1
23g008pw,77,9,61,2,1
23g008pw,67,9,61,2,1
23g008pw,78,9,61,2,1
23g008pw,71,9,61,2,1
23g008pw,94,9,61,2,1
23g008pw,69,9,61,2,1
23g008pw,78,9,61,2,1
23g008pw,74,9,61,2,1
23g008pw,65,9,61,2,1
23g008pw,88,9,61,2,1
23g008pw,78,9,61,2,1
23g008pw,64,9,61,2,1
23g008pw,77,9,61,2,1
23g008pw,75,9,61,2,1
23g008pw,73,9,61,2,1
23g008pw,69,9,61,2,1
23g008pw,65,9,61,2,1
23g010pw,71,1,61,2,1
23g010pw,75,1,61,2,1
23g010pw,59,1,61,2,1
23g010pw,72,1,61,2,1
23g010pw,67,2,61,2,1
23g010pw,78,1,61,2,1
23g010pw,67,1,61,2,1
23g010pw,71,2,61,2,1
23g010pw,69,2,61,2,1
23g010pw,66,1,61,2,1
23g010pw,77,1,61,2,1
23g010pw,71,1,61,2,1
23g010pw,78,2,61,2,1
23g010pw,68,1,61,2,1
23g010pw,64,1,61,2,1
23g010pw,81,2,61,2,1
23g010pw,91,2,61,2,1
23g010pw,65,1,61,2,1
23g010pw,65,1,61,2,1
23g010pw,70,2,61,2,1
23g010pw,70,9,61,2,1
23g010pw,69,2,61,2,1
23g010pw,67,1,61,2,1
23g010pw,77,2,61,2,1
23g010pw,59,1,61,2,1
23g010pw,81,9,61,2,1
23g010pw,79,9,61,2,1
23g010pw,61,9,61,2,1
23g010pw,77,9,61,2,1
23g010pw,64,9,61,2,1
23g010pw,66,9,61,2,1
23g010pw,72,9,61,2,1
23g010pw,78,9,61,2,1
23g010pw,68,9,61,2,1
23g010pw,70,9,61,2,1
23g010pw,77,9,61,2,1
23g010pw,66,9,61,2,1
23g010pw,72,9,61,2,1
23g010pw,61,9,61,2,1
23g010pw,67,9,61,2,1
23g010pw,63,9,61,2,1
23g010pw,72,9,61,2,1
23g010pw,70,9,61,2,1
23g010pw,53,9,61,2,1
23g010pw,72,9,61,2,1
23g010pw,81,9,61,2,1
23g010pw,63,9,61,2,1
23g010pw,76,9,61,2,1
23g010pw,72,9,61,2,1
23g010pw,93,9,61,2,1
23g011pw,69,2,61,2,1
23g011pw,76,1,61,2,1
23g011pw,62,2,61,2,1
23g011pw,64,2,61,2,1
23g011pw,82,2,61,2,1
23g011pw,66,1,61,2,1
23g011pw,86,2,61,2,1
23g011pw,78,2,61,2,1
23g011pw,69,1,61,2,1
23g011pw,62,1,61,2,1
23g011pw,80,2,61,2,1
23g011pw,51,1,61,2,1
23g011pw,64,1,61,2,1
23g011pw,66,1,61,2,1
23g011pw,67,2,61,2,1
23g011pw,62,1,61,2,1
23g011pw,55,1,61,2,1
23g011pw,52,2,61,2,1
23g011pw,74,2,61,2,1
23g011pw,74,1,61,2,1
23g011pw,69,1,61,2,1
23g011pw,64,1,61,2,1
23g011pw,64,2,61,2,1
23g011pw,71,1,61,2,1
23g011pw,78,2,61,2,1
23g011pw,61,9,61,2,1
23g011pw,80,9,61,2,1
23g011pw,69,9,61,2,1
23g011pw,67,9,61,2,1
23g011pw,65,9,61,2,1
23g011pw,69,9,61,2,1
23g011pw,84,9,61,2,1
23g011pw,47,9,61,2,1
23g011pw,60,9,61,2,1
23g011pw,70,9,61,2,1
23g011pw,65,9,61,2,1
23g011pw,68,9,61,2,1
23g011pw,93,9,61,2,1
23g011pw,84,9,61,2,1
23g011pw,65,9,61,2,1
23g011pw,56,9,61,2,1
23g011pw,53,9,61,2,1
23g011pw,66,9,61,2,1
23g011pw,53,9,61,2,1
23g011pw,77,9,61,2,1
23g011pw,64,9,61,2,1
23g011pw,66,9,61,2,1
23g011pw,68,9,61,2,1
23g011pw,71,9,61,2,1
23g011pw,74,9,61,2,1
23g012pw,57,2,61,2,1
23g012pw,54,1,61,2,1
23g012pw,73,1,61,2,1
23g012pw,58,2,61,2,1
23g012pw,54,1,61,2,1
23g012pw,57,2,61,2,1
23g012pw,74,2,61,2,1
23g012pw,64,1,61,2,1
23g012pw,56,2,61,2,1
23g012pw,55,1,61,2,1
23g012pw,70,1,61,2,1
23g012pw,45,0,61,2,1
23g012pw,75,2,61,2,1
23g012pw,62,1,61,2,1
23g012pw,57,2,61,2,1
23g012pw,72,2,61,2,1
23g012pw,53,1,61,2,1
23g012pw,72,1,61,2,1
23g012pw,38,2,61,2,1
23g012pw,76,2,61,2,1
23g012pw,49,2,61,2,1
23g012pw,61,1,61,2,1
23g012pw,72,2,61,2,1
23g012pw,82,2,61,2,1
23g012pw,55,2,61,2,1
23g012pw,51,9,61,2,1
23g012pw,83,9,61,2,1
23g012pw,68,9,61,2,1
23g012pw,56,9,61,2,1
23g012pw,70,9,61,2,1
23g012pw,72,9,61,2,1
23g012pw,50,9,61,2,1
23g012pw,50,9,61,2,1
23g012pw,67,9,61,2,1
23g012pw,51,9,61,2,1
23g012pw,74,9,61,2,1
23g012pw,57,9,61,2,1
23g012pw,65,9,61,2,1
23g012pw,80,9,61,2,1
23g012pw,75,9,61,2,1
23g012pw,71,9,61,2,1
23g012pw,74,9,61,2,1
23g012pw,56,9,61,2,1
23g012pw,67,9,61,2,1
23g012pw,64,9,61,2,1
23g012pw,74,9,61,2,1
23g012pw,61,9,61,2,1
23g012pw,62,9,61,2,1
23g012pw,69,9,61,2,1
23g012pw,67,9,61,2,1
23g014pw,75,1,61,3,1
23g014pw,69,2,61,3,1
23g014pw,82,2,61,3,1
23g014pw,66,1,61,3,1
23g014pw,79,1,61,3,1
23g014pw,66,1,61,3,1
23g014pw,79,2,61,3,1
23g014pw,53,2,61,3,1
23g014pw,73,2,61,3,1
23g014pw,70,1,61,3,1
23g014pw,66,2,61,3,1
23g014pw,75,2,61,3,1
23g014pw,74,2,61,3,1
23g014pw,68,1,61,3,1
23g014pw,69,1,61,3,1
23g014pw,75,2,61,3,1
23g014pw,73,1,61,3,1
23g014pw,76,2,61,3,1
23g014pw,69,1,61,3,1
23g014pw,71,2,61,3,1
23g014pw,67,2,61,3,1
23g014pw,80,2,61,3,1
23g014pw,65,1,61,3,1
23g014pw,68,1,61,3,1
23g014pw,72,2,61,3,1
23g014pw,75,9,61,3,1
23g014pw,65,9,61,3,1
23g014pw,67,9,61,3,1
23g014pw,68,9,61,3,1
23g014pw,82,9,61,3,1
23g014pw,84,9,61,3,1
23g014pw,54,9,61,3,1
23g014pw,74,9,61,3,1
23g014pw,76,9,61,3,1
23g014pw,81,9,61,3,1
23g014pw,55,9,61,3,1
23g014pw,81,9,61,3,1
23g014pw,71,9,61,3,1
23g014pw,70,9,61,3,1
23g014pw,65,9,61,3,1
23g014pw,81,9,61,3,1
23g014pw,56,9,61,3,1
23g014pw,54,9,61,3,1
23g014pw,64,9,61,3,1
23g014pw,78,9,61,3,1
23g014pw,82,9,61,3,1
23g014pw,69,9,61,3,1
23g014pw,58,9,61,3,1
23g014pw,74,9,61,3,1
23g014pw,68,9,61,3,1
23g015pw,69,1,61,3,1
23g015pw,58,1,61,3,1
23g015pw,61,2,61,3,1
23g015pw,82,2,61,3,1
23g015pw,68,2,61,3,1
23g015pw,66,2,61,3,1
23g015pw,77,2,61,3,1
23g015pw,83,2,61,3,1
23g015pw,67,2,61,3,1
23g015pw,76,2,61,3,1
23g015pw,68,1,61,3,1
23g015pw,66,1,61,3,1
23g015pw,73,2,61,3,1
23g015pw,76,2,61,3,1
23g015pw,68,1,61,3,1
23g015pw,66,1,61,3,1
23g015pw,49,1,61,3,1
23g015pw,72,2,61,3,1
23g015pw,80,2,61,3,1
23g015pw,68,2,61,3,1
23g015pw,64,1,61,3,1
23g015pw,69,1,61,3,1
23g015pw,48,2,61,3,1
23g015pw,92,2,61,3,1
23g015pw,68,2,61,3,1
23g015pw,61,9,61,3,1
23g015pw,60,9,61,3,1
23g015pw,68,9,61,3,1
23g015pw,59,9,61,3,1
23g015pw,69,9,61,3,1
23g015pw,72,9,61,3,1
23g015pw,75,9,61,3,1
23g015pw,75,9,61,3,1
23g015pw,64,9,61,3,1
23g015pw,70,9,61,3,1
23g015pw,65,9,61,3,1
23g015pw,68,9,61,3,1
23g015pw,83,9,61,3,1
23g015pw,81,9,61,3,1
23g015pw,75,9,61,3,1
23g015pw,70,9,61,3,1
23g015pw,83,9,61,3,1
23g015pw,62,9,61,3,1
23g015pw,80,9,61,3,1
23g015pw,71,9,61,3,1
23g015pw,59,9,61,3,1
23g015pw,74,9,61,3,1
23g015pw,76,9,61,3,1
23g015pw,66,9,61,3,1
23g015pw,74,9,61,3,1
23g016pw,64,2,61,3,1
23g016pw,67,1,61,3,1
23g016pw,76,2,61,3,1
23g016pw,82,2,61,3,1
23g016pw,76,2,61,3,1
23g016pw,84,2,61,3,1
23g016pw,60,2,61,3,1
23g016pw,76,2,61,3,1
23g016pw,76,2,61,3,1
23g016pw,62,2,61,3,1
23g016pw,73,1,61,3,1
23g016pw,55,2,61,3,1
23g016pw,68,1,61,3,1
23g016pw,65,1,61,3,1
23g016pw,75,2,61,3,1
23g016pw,53,1,61,3,1
23g016pw,57,1,61,3,1
23g016pw,66,2,61,3,1
23g016pw,88,2,61,3,1
23g016pw,73,2,61,3,1
23g016pw,68,1,61,3,1
23g016pw,71,1,61,3,1
23g016pw,73,2,61,3,1
23g016pw,72,2,61,3,1
23g016pw,63,2,61,3,1
23g016pw,76,9,61,3,1
23g016pw,74,9,61,3,1
23g016pw,74,9,61,3,1
23g016pw,55,9,61,3,1
23g016pw,78,9,61,3,1
23g016pw,71,9,61,3,1
23g016pw,68,9,61,3,1
23g016pw,68,9,61,3,1
23g016pw,73,9,61,3,1
23g016pw,58,9,61,3,1
23g016pw,70,9,61,3,1
23g016pw,62,9,61,3,1
23g016pw,78,9,61,3,1
23g016pw,66,9,61,3,1
23g016pw,65,9,61,3,1
23g016pw,81,9,61,3,1
23g016pw,62,9,61,3,1
23g016pw,60,9,61,3,1
23g016pw,53,9,61,3,1
23g016pw,65,9,61,3,1
23g016pw,53,9,61,3,1
23g016pw,73,9,61,3,1
23g016pw,68,9,61,3,1
23g016pw,71,9,61,3,1
23g016pw,68,9,61,3,1
23g017pw,65,1,61,3,1
23g017pw,54,2,61,3,1
23g017pw,81,2,61,3,1
23g017pw,58,1,61,3,1
23g017pw,68,2,61,3,1
23g017pw,72,2,61,3,1
23g017pw,73,2,61,3,1
23g017pw,60,2,61,3,1
23g017pw,79,2,61,3,1
23g017pw,66,1,61,3,1
23g017pw,79,2,61,3,1
23g017pw,70,1,61,3,1
23g017pw,74,2,61,3,1
23g017pw,78,2,61,3,1
23g017pw,70,2,61,3,1
23g017pw,70,2,61,3,1
23g017pw,68,1,61,3,1
23g017pw,71,1,61,3,1
23g017pw,62,1,61,3,1
23g017pw,86,2,61,3,1
23g017pw,65,1,61,3,1
23g017pw,93,2,61,3,1
23g017pw,77,1,61,3,1
23g017pw,61,1,61,3,1
23g017pw,67,2,61,3,1
23g017pw,63,9,61,3,1
23g017pw,62,9,61,3,1
23g017pw,69,9,61,3,1
23g017pw,74,9,61,3,1
23g017pw,70,9,61,3,1
23g017pw,77,9,61,3,1
23g017pw,66,9,61,3,1
23g017pw,61,9,61,3,1
23g017pw,59,9,61,3,1
23g017pw,79,9,61,3,1
23g017pw,60,9,61,3,1
23g017pw,68,9,61,3,1
23g017pw,72,9,61,3,1
23g017pw,58,9,61,3,1
23g017pw,55,9,61,3,1
23g017pw,69,9,61,3,1
23g017pw,65,9,61,3,1
23g017pw,73,9,61,3,1
23g017pw,55,9,61,3,1
23g017pw,72,9,61,3,1
23g017pw,69,9,61,3,1
23g017pw,52,9,61,3,1
23g017pw,81,9,61,3,1
23g017pw,56,9,61,3,1
23g017pw,73,9,61,3,1
23g018pw,70,2,61,3,1
23g018pw,69,1,61,3,1
23g018pw,74,2,61,3,1
23g018pw,52,1,61,3,1
23g018pw,73,2,61,3,1
23g018pw,73,2,61,3,1
23g018pw,70,2,61,3,1
23g018pw,67,2,61,3,1
23g018pw,70,2,61,3,1
23g018pw,76,2,61,3,1
23g018pw,69,2,61,3,1
23g018pw,72,1,61,3,1
23g018pw,66,1,61,3,1
23g018pw,65,2,61,3,1
23g018pw,67,2,61,3,1
23g018pw,70,2,61,3,1
23g018pw,67,2,61,3,1
23g018pw,70,2,61,3,1
23g018pw,65,2,61,3,1
23g018pw,78,2,61,3,1
